df_hash,22ZHK4.0K8Q7Z
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.XHK9
person_label,V147
date_time_start,2026-06-08_17-10-02.041000_+03
date_time_start_unix,1780920602.041
date_time_end,2026-06-08_17-29-24.124000_+03
length_difference_noticed,no

time,acc_mag
1047.848,1.069
1047.878,1.029
1047.908,1.046
1047.938,1.018
1047.968,1.015
1047.998,1.031
1048.028,1.005
1048.058,1.021
1048.088,1.094
1048.118,1.085
1048.148,1.068
1048.178,1.071
1048.208,1.016
1048.238,1.037
1048.268,1.028
1048.298,1.036
1048.328,1.022
1048.358,1.002
1048.388,0.961
1048.418,0.984
1048.448,1.041
1048.478,1.071
1048.508,1.066
1048.538,1.063
1048.568,1.049
1048.598,1.031
1048.628,1.026
1048.658,1.037
1048.688,1.037
1048.718,1.069
1048.748,1.091
1048.778,1.065
1048.808,1.056
1048.838,1.051
1048.868,1.045
1048.898,1.041
1048.928,1.047
1048.958,1.025
1048.988,1.024
1049.018,1.035
1049.048,1.047
1049.078,1.034
1049.108,1.059
1049.138,1.062
1049.168,1.050
1049.198,1.064
1049.228,1.042
1049.258,1.046
1049.288,1.012
1049.318,1.011
1049.348,1.032
1049.378,1.039
1049.408,1.069
1049.438,1.049
1049.468,1.051
1049.498,1.070
1049.528,1.076
1049.558,1.075
1049.588,1.058
1049.618,1.059
1049.648,1.050
1049.678,1.062
1049.708,1.071
1049.738,1.074
1049.768,1.067
1049.798,1.072
1049.828,1.073
1049.858,1.069
1049.888,1.072
1049.918,1.072
1049.948,1.055
1049.978,1.066
1050.008,1.064
1050.038,1.059
1050.068,1.055
1050.098,1.047
1050.128,1.069
1050.158,1.061
1050.188,1.052
1050.218,1.065
1050.248,1.073
1050.278,1.042
1050.308,1.065
1050.338,1.060
1050.368,1.055
1050.398,1.051
1050.428,1.059
1050.458,1.046
1050.488,1.063
1050.518,1.052
1050.548,1.046
1050.578,1.043
1050.608,1.050
1050.638,1.078
1050.668,1.062
1050.698,1.052
1050.728,1.056
1050.758,1.072
1050.788,1.056
1050.818,1.037
1050.848,1.054
1050.878,1.059
1050.908,1.044
1050.938,1.040
1050.968,1.051
1050.998,1.043
1051.028,1.051
1051.058,1.050
1051.088,1.052
1051.118,1.070
1051.148,1.066
1051.178,1.069
1051.208,1.079
1051.238,1.093
1051.268,1.065
1051.298,1.022
1051.328,0.993
1051.358,1.001
1051.388,0.979
1051.418,1.009
1051.448,1.064
1051.478,1.052
1051.508,1.102
1051.538,1.104
1051.568,1.075
1051.598,1.062
1051.628,1.098
1051.658,1.141
1051.688,1.127
1051.718,1.111
1051.748,1.084
1051.778,1.054
1051.808,1.048
1051.838,1.064
1051.868,1.078
1051.898,1.069
1051.928,1.075
1051.958,1.064
1051.988,1.038
1052.018,1.056
1052.048,1.073
1052.078,1.063
1052.108,1.057
1052.138,1.072
1052.168,1.071
1052.198,1.069
1052.228,1.065
1052.258,1.075
1052.288,1.059
1052.318,1.069
1052.348,1.066
1052.378,1.092
1052.408,1.070
1052.438,1.057
1052.468,1.056
1052.498,1.071
1052.528,1.069
1052.558,1.055
1052.588,1.068
1052.618,1.063
1052.648,1.073
1052.678,1.083
1052.708,1.072
1052.738,1.054
1052.768,1.052
1052.798,1.068
1052.828,1.067
1052.858,1.051
1052.888,1.062
1052.918,1.088
1052.948,1.080
1052.978,1.069
1053.008,1.082
1053.038,1.079
1053.068,1.068
1053.098,1.084
1053.128,1.071
1053.158,1.051
1053.188,1.033
1053.218,1.054
1053.248,1.046
1053.278,1.049
1053.308,1.062
1053.338,1.047
1053.368,1.045
1053.398,1.060
1053.428,1.063
1053.458,1.053
1053.488,1.056
1053.518,1.063
1053.548,1.066
1053.578,1.051
1053.608,1.043
1053.638,1.059
1053.668,1.070
1053.698,1.054
1053.728,1.059
1053.758,1.059
1053.788,1.052
1053.818,1.058
1053.848,1.082
1053.878,1.064
1053.908,1.045
1053.938,1.073
1053.968,1.072
1053.998,1.070
1054.028,1.070
1054.058,1.060
1054.088,1.056
1054.118,1.053
1054.148,1.070
1054.178,1.076
1054.208,1.065
1054.238,1.053
1054.268,1.067
1054.298,1.064
1054.328,1.071
1054.358,1.067
1054.388,1.050
1054.418,1.059
1054.448,1.068
1054.478,1.068
1054.508,1.065
1054.538,1.055
1054.568,1.057
1054.598,1.061
1054.628,1.062
1054.658,1.058
1054.688,1.050
1054.718,1.077
1054.748,1.088
1054.778,1.081
1054.808,1.083
1054.838,1.086
1054.868,1.076
1054.898,1.075
1054.928,1.068
1054.958,1.065
1054.988,1.052
1055.018,1.040
1055.048,1.046
1055.078,1.060
1055.108,1.062
1055.138,1.065
1055.168,1.065
1055.198,1.066
1055.228,1.051
1055.258,1.031
1055.288,1.056
1055.318,1.067
1055.348,1.067
1055.378,1.067
1055.408,1.058
1055.438,1.068
1055.468,1.078
1055.498,1.062
1055.528,1.044
1055.558,1.065
1055.588,1.062
1055.618,1.062
1055.648,1.065
1055.678,1.060
1055.708,1.062
1055.738,1.070
1055.768,1.057
1055.798,1.072
1055.828,1.059
1055.858,1.057
1055.888,1.061
1055.918,1.076
1055.948,1.070
1055.978,1.065
1056.008,1.077
1056.038,1.070
1056.068,1.083
1056.098,1.084
1056.128,1.088
1056.158,1.081
1056.188,1.077
1056.218,1.085
1056.248,1.069
1056.278,1.044
1056.308,1.041
1056.338,1.000
1056.368,1.048
1056.398,1.104
1056.428,1.077
1056.458,1.089
1056.488,1.122
1056.518,1.135
1056.548,1.115
1056.578,1.062
1056.608,1.052
1056.638,1.033
1056.668,1.065
1056.698,1.104
1056.728,1.135
1056.758,1.117
1056.788,1.086
1056.818,1.043
1056.848,1.008
1056.878,0.962
1056.908,0.958
1056.938,0.965
1056.968,1.009
1056.998,1.013
1057.028,1.052
1057.058,1.026
1057.088,1.021
1057.118,1.020
1057.148,1.027
1057.178,1.049
1057.208,1.035
1057.238,1.021
1057.268,1.020
1057.298,1.062
1057.328,1.062
1057.358,1.076
1057.388,1.087
1057.418,1.066
1057.448,1.056
1057.478,1.056
1057.508,1.040
1057.538,1.040
1057.568,1.052
1057.598,1.040
1057.628,1.045
1057.658,1.034
1057.688,1.047
1057.718,1.064
1057.748,1.075
1057.778,1.068
1057.808,1.059
1057.838,1.051
1057.868,1.041
1057.898,1.047
1057.928,1.042
1057.958,1.039
1057.988,1.046
1058.018,1.038
1058.048,1.019
1058.078,1.012
1058.108,1.030
1058.138,1.005
1058.168,1.009
1058.198,1.024
1058.228,1.019
1058.258,1.062
1058.288,1.052
1058.318,1.092
1058.348,1.101
1058.378,1.094
1058.408,1.070
1058.438,1.076
1058.468,1.042
1058.498,1.032
1058.528,1.029
1058.558,1.029
1058.588,1.040
1058.618,1.034
1058.648,1.040
1058.678,1.023
1058.708,1.051
1058.738,1.090
1058.768,1.123
1058.798,1.132
1058.828,1.102
1058.858,1.062
1058.888,1.053
1058.918,1.057
1058.948,1.053
1058.978,1.033
1059.008,1.044
1059.038,1.057
1059.068,1.057
1059.098,1.063
1059.128,1.062
1059.158,1.057
1059.188,1.036
1059.218,1.055
1059.248,1.068
1059.278,1.059
1059.308,1.064
1059.338,1.070
1059.368,1.053
1059.398,1.056
1059.428,1.070
1059.458,1.056
1059.488,1.048
1059.518,1.053
1059.548,1.066
1059.578,1.050
1059.608,1.039
1059.638,1.060
1059.668,1.057
1059.698,1.041
1059.728,1.047
1059.758,1.059
1059.788,1.052
1059.818,1.047
1059.848,1.048
1059.878,1.053
1059.908,1.062
1059.938,1.056
1059.968,1.066
1059.998,1.069
1060.028,1.063
1060.058,1.065
1060.088,1.057
1060.118,1.061
1060.148,1.063
1060.178,1.064
1060.208,1.059
1060.238,1.047
1060.268,1.043
1060.298,1.052
1060.328,1.063
1060.358,1.066
1060.388,1.026
1060.418,1.038
1060.448,1.070
1060.478,1.071
1060.508,1.065
1060.538,1.059
1060.568,1.062
1060.598,1.058
1060.628,1.069
1060.658,1.062
1060.688,1.055
1060.718,1.055
1060.748,1.053
1060.778,1.044
1060.808,1.055
1060.838,1.051
1060.868,1.055
1060.898,1.073
1060.928,1.068
1060.958,1.066
1060.988,1.060
1061.018,1.050
1061.048,1.055
1061.078,1.070
1061.108,1.068
1061.138,1.052
1061.168,1.052
1061.198,1.039
1061.228,1.042
1061.258,1.041
1061.288,1.040
1061.318,1.022
1061.348,0.999
1061.378,1.017
1061.408,1.144
1061.438,1.145
1061.468,1.104
1061.498,1.076
1061.528,1.057
1061.558,1.050
1061.588,1.039
1061.618,1.040
1061.648,1.048
1061.678,1.045
1061.708,1.047
1061.738,1.057
1061.768,1.053
1061.798,1.062
1061.828,1.062
1061.858,1.062
1061.888,1.059
1061.918,1.048
1061.948,1.051
1061.978,1.060
1062.008,1.052
1062.038,1.055
1062.068,1.066
1062.098,1.058
1062.128,1.045
1062.158,1.062
1062.188,1.047
1062.218,1.054
1062.248,1.061
1062.278,1.062
1062.308,1.065
1062.338,1.062
1062.368,1.077
1062.398,1.067
1062.428,1.050
1062.458,1.058
1062.488,1.073
1062.518,1.066
1062.548,1.059
1062.578,1.045
1062.608,1.060
1062.638,1.052
1062.668,1.062
1062.698,1.064
1062.728,1.045
1062.758,1.049
1062.788,1.063
1062.818,1.061
1062.848,1.064
1062.878,1.049
1062.908,1.044
1062.938,1.057
1062.968,1.048
1062.998,1.081
1063.028,1.089
1063.058,1.056
1063.088,1.048
1063.118,1.053
1063.148,1.067
1063.178,1.061
1063.208,1.055
1063.238,1.044
1063.268,1.066
1063.298,1.055
1063.328,1.047
1063.358,1.062
1063.388,1.074
1063.418,1.054
1063.448,1.055
1063.478,1.062
1063.508,1.064
1063.538,1.052
1063.568,1.051
1063.598,1.062
1063.628,1.064
1063.658,1.051
1063.688,1.059
1063.718,1.058
1063.748,1.055
1063.778,1.073
1063.808,1.074
1063.838,1.059
1063.868,1.049
1063.898,1.060
1063.928,1.055
1063.958,1.060
1063.988,1.067
1064.018,1.061
1064.048,1.045
1064.078,1.053
1064.108,1.067
1064.138,1.055
1064.168,1.054
1064.198,1.064
1064.228,1.066
1064.258,1.064
1064.288,1.065
1064.318,1.053
1064.348,1.049
1064.378,1.058
1064.408,1.055
1064.438,1.063
1064.468,1.061
1064.498,1.062
1064.528,1.056
1064.558,1.063
1064.588,1.067
1064.618,1.062
1064.648,1.067
1064.678,1.072
1064.708,1.047
1064.738,1.074
1064.768,1.079
1064.798,1.047
1064.828,1.032
1064.858,1.055
1064.888,1.083
1064.918,1.064
1064.948,1.044
1064.978,1.052
1065.008,1.074
1065.038,1.060
1065.068,1.062
1065.098,1.114
1065.128,1.141
1065.158,1.156
1065.188,1.123
1065.218,1.056
1065.248,1.031
1065.278,1.050
1065.308,1.058
1065.338,1.040
1065.368,1.023
1065.398,1.021
1065.428,1.013
1065.458,1.004
1065.488,1.030
1065.518,1.015
1065.548,1.015
1065.578,0.995
1065.608,1.005
1065.638,1.027
1065.668,1.071
1065.698,1.041
1065.728,1.061
1065.758,1.034
1065.788,1.034
1065.818,1.051
1065.848,1.032
1065.878,1.045
1065.908,1.066
1065.938,1.038
1065.968,1.063
1065.998,1.035
1066.028,1.024
1066.058,0.998
1066.088,0.974
1066.118,0.995
1066.148,0.951
1066.178,0.974
1066.208,1.018
1066.238,1.015
1066.268,1.096
1066.298,1.113
1066.328,1.146
1066.358,1.173
1066.388,1.170
1066.418,1.164
1066.448,1.149
1066.478,1.108
1066.508,1.109
1066.538,1.107
1066.568,1.114
1066.598,1.111
1066.628,1.088
1066.658,1.065
1066.688,1.054
1066.718,1.049
1066.748,1.095
1066.778,1.071
1066.808,1.059
1066.838,1.056
1066.868,1.049
1066.898,1.070
1066.928,1.045
1066.958,1.061
1066.988,1.071
1067.018,1.062
1067.048,1.079
1067.078,1.085
1067.108,1.068
1067.138,1.026
1067.168,1.022
1067.198,1.101
1067.228,1.062
1067.258,1.049
1067.288,1.074
1067.318,1.076
1067.348,1.086
1067.378,1.089
1067.408,1.103
1067.438,1.100
1067.468,1.118
1067.498,1.129
1067.528,1.074
1067.558,1.083
1067.588,1.078
1067.618,1.062
1067.648,1.061
1067.678,1.045
1067.708,1.040
1067.738,1.049
1067.768,1.058
1067.798,1.049
1067.828,1.050
1067.858,1.059
1067.888,1.033
1067.918,1.054
1067.948,1.055
1067.978,1.021
1068.008,1.046
1068.038,1.051
1068.068,1.017
1068.098,1.062
1068.128,1.055
1068.158,1.026
1068.188,1.064
1068.218,1.051
1068.248,1.023
1068.278,1.062
1068.308,1.074
1068.338,1.044
1068.368,1.058
1068.398,1.076
1068.428,1.064
1068.458,1.050
1068.488,1.069
1068.518,1.049
1068.548,1.064
1068.578,1.048
1068.608,1.056
1068.638,1.060
1068.668,1.059
1068.698,1.062
1068.728,1.053
1068.758,1.060
1068.788,1.071
1068.818,1.064
1068.848,1.058
1068.878,1.063
1068.908,1.032
1068.938,1.056
1068.968,1.073
1068.998,1.068
1069.028,1.075
1069.058,1.048
1069.088,1.041
1069.118,1.037
1069.148,1.065
1069.178,1.068
1069.208,1.054
1069.238,1.055
1069.268,1.058
1069.298,1.058
1069.328,1.065
1069.358,1.064
1069.388,1.054
1069.418,1.053
1069.448,1.062
1069.478,1.063
1069.508,1.056
1069.538,1.057
1069.568,1.065
1069.598,1.050
1069.628,1.047
1069.658,1.068
1069.688,1.053
1069.718,1.056
1069.748,1.040
1069.778,1.061
1069.808,1.065
1069.838,1.039
1069.868,1.065
1069.898,1.070
1069.928,1.085
1069.958,1.059
1069.988,1.052
1070.018,1.049
1070.048,1.049
1070.078,1.060
1070.108,1.062
1070.138,1.052
1070.168,1.055
1070.198,1.062
1070.228,1.071
1070.258,1.044
1070.288,1.042
1070.318,1.064
1070.348,1.071
1070.378,1.087
1070.408,1.088
1070.438,1.108
1070.468,1.104
1070.498,1.109
1070.528,1.124
1070.558,1.139
1070.588,1.100
1070.618,1.093
1070.648,1.043
1070.678,1.099
1070.708,1.110
1070.738,1.121
1070.768,1.158
1070.798,1.107
1070.828,1.063
1070.858,0.983
1070.888,0.903
1070.918,0.901
1070.948,0.904
1070.978,0.954
1071.008,0.987
1071.038,0.996
1071.068,1.060
1071.098,1.066
1071.128,1.054
1071.158,1.074
1071.188,1.063
1071.218,1.021
1071.248,1.028
1071.278,1.023
1071.308,1.036
1071.338,1.040
1071.368,1.037
1071.398,1.048
1071.428,1.070
1071.458,1.037
1071.488,1.034
1071.518,1.038
1071.548,1.021
1071.578,1.021
1071.608,1.052
1071.638,1.033
1071.668,1.027
1071.698,1.037
1071.728,1.043
1071.758,1.042
1071.788,1.042
1071.818,1.063
1071.848,1.046
1071.878,1.060
1071.908,1.044
1071.938,1.035
1071.968,1.040
1071.998,1.073
1072.028,1.054
1072.058,1.084
1072.088,1.016
1072.118,1.046
1072.148,1.039
1072.178,1.045
1072.208,1.058
1072.238,1.058
1072.268,1.043
1072.298,1.060
1072.328,1.036
1072.358,1.024
1072.388,1.036
1072.418,1.054
1072.448,0.998
1072.478,1.005
1072.508,1.039
1072.538,1.082
1072.568,1.097
1072.598,1.065
1072.628,1.067
1072.658,1.068
1072.688,1.065
1072.718,1.042
1072.748,1.010
1072.778,1.015
1072.808,1.038
1072.838,1.048
1072.868,1.025
1072.898,0.993
1072.928,1.021
1072.958,1.029
1072.988,1.005
1073.018,1.029
1073.048,1.017
1073.078,1.021
1073.108,1.017
1073.138,1.029
1073.168,1.100
1073.198,1.119
1073.228,1.062
1073.258,1.031
1073.288,0.973
1073.318,0.992
1073.348,1.105
1073.378,1.064
1073.408,1.070
1073.438,1.056
1073.468,1.022
1073.498,1.071
1073.528,1.064
1073.558,1.068
1073.588,1.078
1073.618,1.104
1073.648,1.072
1073.678,1.081
1073.708,1.140
1073.738,1.023
1073.768,1.021
1073.798,1.034
1073.828,1.033
1073.858,1.022
1073.888,0.998
1073.918,0.991
1073.948,1.024
1073.978,1.046
1074.008,1.037
1074.038,1.042
1074.068,1.022
1074.098,1.012
1074.128,1.027
1074.158,1.039
1074.188,1.041
1074.218,1.034
1074.248,1.035
1074.278,1.022
1074.308,1.033
1074.338,1.033
1074.368,1.025
1074.398,1.045
1074.428,1.051
1074.458,1.035
1074.488,1.024
1074.518,1.035
1074.548,1.049
1074.578,1.069
1074.608,1.044
1074.638,1.036
1074.668,1.037
1074.698,1.020
1074.728,1.049
1074.758,1.054
1074.788,1.039
1074.818,1.035
1074.848,1.044
1074.878,1.043
1074.908,1.040
1074.938,1.036
1074.968,1.029
1074.998,1.023
1075.028,1.038
1075.058,1.042
1075.088,1.044
1075.118,1.038
1075.148,1.048
1075.178,1.046
1075.208,1.033
1075.238,1.036
1075.268,1.049
1075.298,1.053
1075.328,1.036
1075.358,1.033
1075.388,1.042
1075.418,1.042
1075.448,1.034
1075.478,1.036
1075.508,1.045
1075.538,1.039
1075.568,1.034
1075.598,1.039
1075.628,1.047
1075.658,1.039
1075.688,1.039
1075.718,1.038
1075.748,1.030
1075.778,1.040
1075.808,1.041
1075.838,1.044
1075.868,1.042
1075.898,1.038
1075.928,1.054
1075.958,1.046
1075.988,1.036
1076.018,1.039
1076.048,1.043
1076.078,1.041
1076.108,1.039
1076.138,1.042
1076.168,1.041
1076.198,1.041
1076.228,1.047
1076.258,1.025
1076.288,1.045
1076.318,1.046
1076.348,1.034
1076.378,1.046
1076.408,1.047
1076.438,1.032
1076.468,1.040
1076.498,1.045
1076.528,1.032
1076.558,1.054
1076.588,1.050
1076.618,1.035
1076.648,1.041
1076.678,1.048
1076.708,1.052
1076.738,1.054
1076.768,1.053
1076.798,1.050
1076.828,1.044
1076.858,1.046
1076.888,1.056
1076.918,1.062
1076.948,1.058
1076.978,1.036
1077.008,1.015
1077.038,1.034
1077.068,1.039
1077.098,1.055
1077.128,1.047
1077.158,1.044
1077.188,1.058
1077.218,1.062
1077.248,1.040
1077.278,1.031
1077.308,1.022
1077.338,1.006
1077.368,1.027
1077.398,1.019
1077.428,0.998
1077.458,1.001
1077.488,1.000
1077.518,0.999
1077.548,0.993
1077.578,1.012
1077.608,1.017
1077.638,1.038
1077.668,1.018
1077.698,1.010
1077.728,1.033
1077.758,1.030
1077.788,1.030
1077.818,1.054
1077.848,1.049
1077.878,1.082
1077.908,1.070
1077.938,1.050
1077.968,1.021
1077.998,1.006
1078.028,1.021
1078.058,1.070
1078.088,1.058
1078.118,1.043
1078.148,1.027
1078.178,1.011
1078.208,0.962
1078.238,0.960
1078.268,1.074
1078.298,1.136
1078.328,1.120
1078.358,1.132
1078.388,1.119
1078.418,1.060
1078.448,1.035
1078.478,1.030
1078.508,1.044
1078.538,1.019
1078.568,0.977
1078.598,0.925
1078.628,0.941
1078.658,1.002
1078.688,0.979
1078.718,1.006
1078.748,1.019
1078.778,1.032
1078.808,1.096
1078.838,1.124
1078.868,1.111
1078.898,1.070
1078.928,1.080
1078.958,1.082
1078.988,1.065
1079.018,1.042
1079.048,1.046
1079.078,1.051
1079.108,1.067
1079.138,1.001
1079.168,1.024
1079.198,1.016
1079.228,0.969
1079.258,0.996
1079.288,1.021
1079.318,1.013
1079.348,1.010
1079.378,0.995
1079.408,1.024
1079.438,1.001
1079.468,0.990
1079.498,1.046
1079.528,1.062
1079.558,1.064
1079.588,1.021
1079.618,1.040
1079.648,1.047
1079.678,1.076
1079.708,1.095
1079.738,1.056
1079.768,1.078
1079.798,1.054
1079.828,1.034
1079.858,1.012
1079.888,1.031
1079.918,1.117
1079.948,1.099
1079.978,1.035
1080.008,1.070
1080.038,1.047
1080.068,1.029
1080.098,1.068
1080.128,1.012
1080.158,0.995
1080.188,0.997
1080.218,1.013
1080.248,1.041
1080.278,1.070
1080.308,1.059
1080.338,1.043
1080.368,1.048
1080.398,1.039
1080.428,1.010
1080.458,0.992
1080.488,1.047
1080.518,1.078
1080.548,1.072
1080.578,1.035
1080.608,1.033
1080.638,1.057
1080.668,1.042
1080.698,1.033
1080.728,1.039
1080.758,1.045
1080.788,1.012
1080.818,1.025
1080.848,1.045
1080.878,1.041
1080.908,1.021
1080.938,1.036
1080.968,1.047
1080.998,1.048
1081.028,1.034
1081.058,0.992
1081.088,0.993
1081.118,1.020
1081.148,1.031
1081.178,1.048
1081.208,1.034
1081.238,1.022
1081.268,1.000
1081.298,0.985
1081.328,0.966
1081.358,0.971
1081.388,0.955
1081.418,1.136
1081.448,1.139
1081.478,1.050
1081.508,1.044
1081.538,1.046
1081.568,1.012
1081.598,0.994
1081.628,1.001
1081.658,1.037
1081.688,1.053
1081.718,1.062
1081.748,1.032
1081.778,0.987
1081.808,0.986
1081.838,1.014
1081.868,1.021
1081.898,1.040
1081.928,1.065
1081.958,1.066
1081.988,1.064
1082.018,1.120
1082.048,1.158
1082.078,1.119
1082.108,1.083
1082.138,1.017
1082.168,0.987
1082.198,0.956
1082.228,0.969
1082.258,0.923
1082.288,0.925
1082.318,0.941
1082.348,1.010
1082.378,1.012
1082.408,1.071
1082.438,1.050
1082.468,1.060
1082.498,1.030
1082.528,1.021
1082.558,1.003
1082.588,1.013
1082.618,0.995
1082.648,1.029
1082.678,1.043
1082.708,1.030
1082.738,1.057
1082.768,1.050
1082.798,1.031
1082.828,1.033
1082.858,1.037
1082.888,1.076
1082.918,1.030
1082.948,1.087
1082.978,1.117
1083.008,1.041
1083.038,1.063
1083.068,1.071
1083.098,1.051
1083.128,1.046
1083.158,1.035
1083.188,1.011
1083.218,1.033
1083.248,1.017
1083.278,1.029
1083.308,1.031
1083.338,1.052
1083.368,1.010
1083.398,1.046
1083.428,1.045
1083.458,1.031
1083.488,1.027
1083.518,1.030
1083.548,1.040
1083.578,1.014
1083.608,1.059
1083.638,1.025
1083.668,1.007
1083.698,1.017
1083.728,0.981
1083.758,0.992
1083.788,0.977
1083.818,1.011
1083.848,1.027
1083.878,1.035
1083.908,1.043
1083.938,1.104
1083.968,1.094
1083.998,1.048
1084.028,1.011
1084.058,0.963
1084.088,0.970
1084.118,0.979
1084.148,0.966
1084.178,1.045
1084.208,1.065
1084.238,1.026
1084.268,1.065
1084.298,1.036
1084.328,1.080
1084.358,1.062
1084.388,1.039
1084.418,1.045
1084.448,1.049
1084.478,1.014
1084.508,1.014
1084.538,1.005
1084.568,1.039
1084.598,1.054
1084.628,1.030
1084.658,1.028
1084.688,1.000
1084.718,1.014
1084.748,0.993
1084.778,1.059
1084.808,1.086
1084.838,1.056
1084.868,1.031
1084.898,1.022
1084.928,1.024
1084.958,1.025
1084.988,1.027
1085.018,0.970
1085.048,1.037
1085.078,0.988
1085.108,1.048
1085.138,1.057
1085.168,1.074
1085.198,1.055
1085.228,1.066
1085.258,1.107
1085.288,1.062
1085.318,1.038
1085.348,0.936
1085.378,0.995
1085.408,1.065
1085.438,1.033
1085.468,1.018
1085.498,1.021
1085.528,1.024
1085.558,1.021
1085.588,1.035
1085.618,0.986
1085.648,0.960
1085.678,1.022
1085.708,1.060
1085.738,1.029
1085.768,1.047
1085.798,1.097
1085.828,1.082
1085.858,1.072
1085.888,1.033
1085.918,0.958
1085.948,1.062
1085.978,1.047
1086.008,1.134
1086.038,1.107
1086.068,1.055
1086.098,1.007
1086.128,0.941
1086.158,0.943
1086.188,1.031
1086.218,1.074
1086.248,1.061
1086.278,1.060
1086.308,1.046
1086.338,1.025
1086.368,1.034
1086.398,1.059
1086.428,1.048
1086.458,1.067
1086.488,0.929
1086.518,0.989
1086.548,1.055
1086.578,1.079
1086.608,1.050
1086.638,1.029
1086.668,1.157
1086.698,1.166
1086.728,1.220
1086.758,1.155
1086.788,1.187
1086.818,1.119
1086.848,1.043
1086.878,0.980
1086.908,1.007
1086.938,0.983
1086.968,0.978
1086.998,0.975
1087.028,1.020
1087.058,1.005
1087.088,1.066
1087.118,1.106
1087.148,1.107
1087.178,1.182
1087.208,1.182
1087.238,1.122
1087.268,1.120
1087.298,1.113
1087.328,1.087
1087.358,1.082
1087.388,1.084
1087.418,1.041
1087.448,0.968
1087.478,0.987
1087.508,1.021
1087.538,1.049
1087.568,1.092
1087.598,1.060
1087.628,1.059
1087.658,1.069
1087.688,1.090
1087.718,1.055
1087.748,1.011
1087.778,1.002
1087.808,1.066
1087.838,1.071
1087.868,1.059
1087.898,1.019
1087.928,0.988
1087.958,0.988
1087.988,0.985
1088.018,1.040
1088.048,1.094
1088.078,1.088
1088.108,1.106
1088.138,1.074
1088.168,1.072
1088.198,1.016
1088.228,0.982
1088.258,0.995
1088.288,0.980
1088.318,0.991
1088.348,1.002
1088.378,0.991
1088.408,0.977
1088.438,1.014
1088.468,1.052
1088.498,1.039
1088.528,1.053
1088.558,1.045
1088.588,1.036
1088.618,1.036
1088.648,1.051
1088.678,1.074
1088.708,1.072
1088.738,1.043
1088.768,1.036
1088.798,1.021
1088.828,1.008
1088.858,1.021
1088.888,1.019
1088.918,1.019
1088.948,1.023
1088.978,1.041
1089.008,1.043
1089.038,1.048
1089.068,1.052
1089.098,1.039
1089.128,1.024
1089.158,1.028
1089.188,1.030
1089.218,1.030
1089.248,1.031
1089.278,1.042
1089.308,1.028
1089.338,1.033
1089.368,1.029
1089.398,1.027
1089.428,1.030
1089.458,1.027
1089.488,1.041
1089.518,1.040
1089.548,1.041
1089.578,1.041
1089.608,1.038
1089.638,1.021
1089.668,1.037
1089.698,1.042
1089.728,1.021
1089.758,1.028
1089.788,1.027
1089.818,1.033
1089.848,1.043
1089.878,1.035
1089.908,1.028
1089.938,1.029
1089.968,1.045
1089.998,1.027
1090.028,0.997
1090.058,1.029
1090.088,1.023
1090.118,1.040
1090.148,1.056
1090.178,1.069
1090.208,1.058
1090.238,1.041
1090.268,1.012
1090.298,1.032
1090.328,1.024
1090.358,1.041
1090.388,1.043
1090.418,1.026
1090.448,1.033
1090.478,1.033
1090.508,1.015
1090.538,0.997
1090.568,1.021
1090.598,1.045
1090.628,1.049
1090.658,1.049
1090.688,1.055
1090.718,1.060
1090.748,1.042
1090.778,1.049
1090.808,0.964
1090.838,0.991
1090.868,1.040
1090.898,1.066
1090.928,1.069
1090.958,1.069
1090.988,1.051
1091.018,1.021
1091.048,0.993
1091.078,1.008
1091.108,1.080
1091.138,1.147
1091.168,1.120
1091.198,1.098
1091.228,1.060
1091.258,1.061
1091.288,1.096
1091.318,0.949
1091.348,0.989
1091.378,0.978
1091.408,1.047
1091.438,1.049
1091.468,1.047
1091.498,1.036
1091.528,1.049
1091.558,1.061
1091.588,0.999
1091.618,0.995
1091.648,1.050
1091.678,1.059
1091.708,1.042
1091.738,1.032
1091.768,1.039
1091.798,1.052
1091.828,1.037
1091.858,1.021
1091.888,1.042
1091.918,1.033
1091.948,1.042
1091.978,1.051
1092.008,1.033
1092.038,1.039
1092.068,1.041
1092.098,1.040
1092.128,1.044
1092.158,1.041
1092.188,1.039
1092.218,1.038
1092.248,1.036
1092.278,1.033
1092.308,1.044
1092.338,1.046
1092.368,1.048
1092.398,1.050
1092.428,1.028
1092.458,1.032
1092.488,1.072
1092.518,1.086
1092.548,1.125
1092.578,1.144
1092.608,1.146
1092.638,1.154
1092.668,1.129
1092.698,1.140
1092.728,1.103
1092.758,1.053
1092.788,1.014
1092.818,1.002
1092.848,0.996
1092.878,1.000
1092.908,1.005
1092.938,1.000
1092.968,1.003
1092.998,1.021
1093.028,1.016
1093.058,1.000
1093.088,1.005
1093.118,1.003
1093.148,1.021
1093.178,1.021
1093.208,1.006
1093.238,1.020
1093.268,1.021
1093.298,1.021
1093.328,1.014
1093.358,1.015
1093.388,1.013
1093.418,1.019
1093.448,1.009
1093.478,1.010
1093.508,1.023
1093.538,1.022
1093.568,1.013
1093.598,1.021
1093.628,1.013
1093.658,1.018
1093.688,1.012
1093.718,1.024
1093.748,1.011
1093.778,1.017
1093.808,1.026
1093.838,1.019
1093.868,1.019
1093.898,1.020
1093.928,1.021
