Time_sec,Conductance_microS,Stage,RR_Interval_ms,Conductance_microS_Normalized,RR_Interval_ms_Normalized
433,10807.93,Stress,605.0,0.36932874807596594,0.19741100323624597
434,11010.78,Stress,520.0,0.4854002277369931,0.1423948220064725
435,11317.02,Stress,535.0,0.660631827102991,0.15210355987055016
436,11563.98,Stress,535.0,0.8019432030807438,0.15210355987055016
437,11217.62,Stress,525.0,0.6037547993568442,0.14563106796116507
438,11678.14,Stress,305.0,0.8672659544640453,0.0032362459546925737
439,11075.66,Stress,610.0,0.5225247907165702,0.20064724919093854
440,10546.91,Relaxation,862.5,0.21997219090997522,0.36407766990291257
441,10403.59,Relaxation,1115.0,0.13796398551180822,0.5275080906148867
442,10172.42,Relaxation,380.0,0.0056877027746153885,0.0517799352750809
443,10650.53,Relaxation,745.0,0.2792639174195921,0.28802588996763756
444,10282.32,Relaxation,745.0,0.0685728672545105,0.28802588996763756
445,10629.72,Relaxation,470.0,0.26735636261680096,0.11003236245954692
446,10162.48,Relaxation,365.0,0.0,0.042071197411003236
447,10172.42,Relaxation,586.6666666666666,0.0056877027746153885,0.18554476806903988
448,10363.0,Relaxation,808.3333333333333,0.11473824550963307,0.32901833872707653
449,10202.27,Relaxation,1030.0,0.02276797720341328,0.4724919093851132
450,10342.77,Relaxation,1435.0,0.10316256873594565,0.7346278317152103
451,10232.21,Relaxation,1250.0,0.039899749947070795,0.6148867313915858
452,11272.73,Relaxation,590.0,0.6352889341565433,0.1877022653721683
453,11140.94,Relaxation,690.0,0.55987823509553,0.2524271844660194
454,11151.86,Relaxation,790.0,0.5661266972986274,0.31715210355987056
455,11294.85,Relaxation,525.0,0.6479460755423059,0.14563106796116507
456,10797.36,Relaxation,935.0,0.363280557097327,0.4110032362459547
457,11339.24,Relaxation,655.0,0.6733461888385985,0.22977346278317154
458,10924.89,Relaxation,415.0,0.4362536692549339,0.07443365695792883
459,11184.69,Relaxation,,0.5849121381528128,
460,11328.12,Relaxation,,0.6669832859358111,
461,10786.8,Relaxation,,0.35723808815367075,
462,10967.74,Relaxation,,0.46077258916360986,
463,10776.25,Relaxation,,0.3512013412450008,
464,11294.85,Relaxation,,0.6479460755423059,
465,10786.8,Relaxation,,0.35723808815367075,
466,10786.8,Relaxation,,0.35723808815367075,
467,11328.12,Relaxation,,0.6669832859358111,
468,11339.24,Relaxation,,0.6733461888385985,
469,11086.51,Relaxation,,0.528733198674777,
470,10807.93,Relaxation,,0.36932874807596594,
471,11361.5,Relaxation,,0.6860834387141441,
472,10807.93,Relaxation,,0.36932874807596594,
473,11339.24,Relaxation,,0.6733461888385985,
474,11151.86,Relaxation,,0.5661266972986274,
475,11119.13,Relaxation,,0.547398476794287,
476,11339.24,Relaxation,,0.6733461888385985,
477,11010.78,Relaxation,,0.4854002277369931,
478,10914.2,Relaxation,,0.43013681385648095,
479,11328.12,Relaxation,,0.6669832859358111,
480,10818.5,Relaxation,,0.3753769390546058,
481,11339.24,Relaxation,,0.6733461888385985,
482,10807.93,Relaxation,,0.36932874807596594,
483,11272.73,Relaxation,,0.6352889341565433,
484,11350.36,Relaxation,,0.6797090917413877,
485,10882.2,Relaxation,,0.4118263019060109,
486,11250.65,Relaxation,,0.6226546809107187,
487,10807.93,Relaxation,,0.36932874807596594,
488,10786.8,Relaxation,,0.35723808815367075,
489,10914.2,Relaxation,,0.43013681385648095,
490,10978.48,Relaxation,,0.4669180547369871,
491,11010.78,Relaxation,,0.4854002277369931,
492,10839.69,Relaxation,,0.387501931186808,
493,10829.09,Relaxation,,0.38143657410321463,
494,11261.68,Relaxation,,0.6289660854986474,
495,11283.78,Relaxation,,0.641611782814441,
496,11130.03,Relaxation,,0.5536354949274163,
497,10903.52,Relaxation,,0.4240256804930107,
498,10882.2,Relaxation,,0.4118263019060109,
499,10807.93,Relaxation,,0.36932874807596594,
